"","x"
"13234",1
"13235",1
"13236",1
"13237",1
"13238",1
"13239",1
"13240",1
"13241",2
"13242",1
"13243",1
"13244",2
"13245",1
"13246",1
"13247",1
"13248",1
"13249",1
"13250",1
"13251",1
"13252",1
"13253",1
"13254",1
"13255",2
"13256",2
"13257",2
"13258",1
"13259",1
"13260",1
"13261",1
"13262",1
"13263",1
"13264",1
"13265",2
"13266",1
"13267",1
"13268",2
"13269",2
"13270",1
"13271",1
"13272",1
"13273",1
"13274",1
"13275",1
"13276",1
"13277",1
"13278",1
"13279",2
"13280",2
"13281",2
"13282",1
"13283",1
"13284",1
"13285",1
"13286",1
"13287",1
"13288",1
"13289",2
"13290",1
"13291",2
"13292",2
"13293",1
"13294",1
"13295",1
"13296",1
"13297",1
"13298",1
"13299",1
"13300",1
"13301",1
"13302",1
"13303",2
"13304",2
"13305",2
"13306",1
"13307",1
"13308",1
"13309",1
"13310",1
"13311",1
"13312",2
"13313",1
"13314",1
"13315",2
"13316",1
"13317",1
"13318",1
"13319",1
"13320",1
"13321",1
"13322",1
"13323",1
"13324",1
"13325",1
"13326",1
"13327",2
"13328",2
"13329",2
"13330",1
"13331",1
"13332",1
"13333",1
"13334",1
"13335",2
"13336",1
"13337",1
"13338",1
"13339",2
"13340",1
"13341",1
"13342",1
"13343",1
"13344",1
"13345",1
"13346",1
"13347",1
"13348",1
"13349",1
"13350",1
"13351",2
"13352",2
"13353",2
"13354",1
"13355",1
"13356",1
"13357",1
"13358",1
"13359",2
"13360",1
"13361",1
"13362",1
"13363",2
"13364",1
"13365",1
"13366",1
"13367",1
"13368",1
"13369",1
"13370",1
"13371",2
"13372",2
"13373",1
"13374",1
"13375",2
"13376",2
"13377",2
"13378",1
"13379",1
"13380",1
"13381",1
"13382",1
"13383",1
"13384",2
"13385",1
"13386",1
"13387",2
"13388",1
"13389",1
"13390",1
"13391",1
"13392",1
"13393",1
"13394",1
"13395",1
"13396",1
"13397",1
"13398",1
"13399",2
"13400",2
"13401",2
"13402",1
"13403",1
"13404",1
"13405",1
"13406",1
"13407",1
"13408",1
"13409",2
"13410",1
"13411",2
"13412",1
"13413",1
"13414",1
"13415",1
"13416",1
"13417",1
"13418",1
"13419",1
"13420",1
"13421",1
"13422",1
"13423",2
"13424",2
"13425",2
"13426",1
"13427",1
"13428",1
"13429",1
"13430",1
"13431",1
"13432",1
"13433",2
"13434",2
"13435",2
"13436",1
"13437",1
"13438",1
"13439",1
"13440",1
"13441",1
"13442",1
"13443",1
"13444",1
"13445",1
"13446",1
"13447",2
"13448",2
"13449",1
"13450",1
"13451",1
"13452",1
"13453",1
"13454",1
"13455",1
"13456",1
"13457",2
"13458",2
"13459",2
"13460",2
"13461",1
"13462",1
"13463",1
"13464",1
"13465",1
"13466",1
"13467",1
"13468",1
"13469",1
"13470",1
"13471",2
"13472",2
"13473",1
"13474",1
"13475",1
"13476",1
"13477",1
"13478",1
"13479",1
"13480",1
"13481",1
"13482",2
"13483",2
"13484",1
"13485",1
"13486",1
"13487",1
"13488",1
"13489",1
"13490",1
"13491",1
"13492",1
"13493",1
"13494",1
"13495",1
"13496",1
"13497",2
"13498",1
"13499",1
"13500",1
"13501",1
"13502",1
"13503",1
"13504",1
"13505",2
"13506",2
"13507",2
"13508",1
"13509",1
"13510",1
"13511",1
"13512",1
"13513",1
"13514",1
"13515",1
"13516",1
"13517",1
"13518",1
"13519",2
"13520",2
"13521",2
"13522",1
"13523",1
"13524",1
"13525",1
"13526",1
"13527",1
"13528",1
"13529",2
"13530",2
"13531",2
"13532",1
"13533",1
"13534",1
"13535",1
"13536",1
"13537",1
"13538",1
"13539",1
"13540",1
"13541",2
"13542",2
"13543",2
"13544",2
"13545",1
"13546",1
"13547",1
"13548",1
"13549",1
"13550",1
"13551",1
"13552",1
"13553",2
"13554",2
"13555",2
"13556",1
"13557",1
"13558",1
"13559",1
"13560",1
"13561",1
"13562",1
"13563",1
"13564",1
"13565",1
"13566",1
"13567",2
"13568",2
"13569",1
"13570",1
"13571",1
"13572",1
"13573",1
"13574",1
"13575",1
"13576",1
"13577",2
"13578",2
"13579",1
"13580",1
"13581",1
"13582",1
"13583",1
"13584",1
"13585",1
"13586",1
"13587",1
"13588",1
"13589",1
"13590",1
"13591",2
"13592",2
"13593",1
"13594",1
"13595",1
"13596",1
"13597",1
"13598",1
"13599",1
"13600",1
"13601",2
"13602",1
"13603",2
"13604",1
"13605",1
"13606",1
"13607",1
"13608",1
"13609",1
"13610",1
"13611",1
"13612",1
"13613",1
"13614",1
"13615",2
"13616",2
"13617",2
"13618",1
"13619",1
"13620",1
"13621",1
"13622",1
"13623",1
"13624",1
"13625",1
"13626",2
"13627",2
"13628",1
"13629",1
"13630",1
"13631",1
"13632",1
"13633",1
"13634",1
"13635",1
"13636",1
"13637",1
"13638",1
"13639",1
"13640",2
"13641",1
"13642",1
"13643",1
"13644",1
"13645",1
"13646",2
"13647",1
"13648",1
"13649",1
"13650",2
"13651",2
"13652",2
"13653",1
"13654",1
"13655",1
"13656",1
"13657",1
"13658",1
"13659",1
"13660",1
"13661",1
"13662",1
"13663",1
"13664",1
"13665",1
"13666",1
"13667",1
"13668",1
"13669",1
"13670",1
"13671",1
"13672",1
"13673",2
"13674",2
"13675",2
"13676",2
"13677",2
"13678",2
"13679",1
"13680",1
"13681",1
"13682",1
"13683",1
"13684",2
"13685",2
"13686",1
"13687",1
"13688",2
"13689",1
"13690",1
"13691",1
"13692",1
"13693",1
"13694",1
"13695",1
"13696",1
"13697",1
"13698",1
"13699",2
"13700",2
"13701",2
"13702",1
"13703",1
"13704",1
"13705",1
"13706",1
"13707",1
"13708",1
"13709",1
"13710",1
"13711",1
"13712",1
"13713",1
"13714",1
"13715",1
"13716",1
"13717",1
"13718",1
"13719",1
"13720",1
"13721",1
"13722",1
"13723",1
"13724",1
"13725",1
"13726",2
"13727",1
"13728",1
"13729",1
"13730",1
"13731",1
"13732",1
"13733",1
"13734",1
"13735",1
"13736",1
"13737",1
"13738",1
"13739",1
"13740",1
"13741",1
"13742",1
"13743",1
"13744",1
"13745",1
"13746",1
"13747",1
"13748",1
"13749",1
"13750",1
"13751",1
"13752",1
"13753",1
"13754",1
"13755",1
"13756",1
"13757",1
"13758",1
"13759",1
"13760",1
"13761",1
"13762",1
"13763",1
"13764",1
"13765",1
"13766",1
"13767",1
"13768",1
"13769",2
"13770",2
"13771",2
"13772",1
"13773",1
"13774",1
"13775",1
"13776",1
"13777",1
"13778",1
"13779",1
"13780",1
"13781",1
"13782",1
"13783",1
"13784",1
"13785",1
"13786",1
"13787",1
"13788",1
"13789",1
"13790",1
"13791",1
"13792",1
"13793",2
"13794",1
"13795",1
"13796",1
"13797",1
"13798",1
"13799",1
"13800",1
"13801",1
"13802",1
"13803",1
"13804",1
"13805",1
"13806",1
"13807",2
"13808",3
"13809",3
"13810",3
"13811",3
"13812",3
"13813",3
"13814",3
"13815",3
"13816",3
"13817",3
"13818",3
"13819",3
"13820",3
"13821",3
"13822",3
"13823",3
"13824",3
"13825",3
"13826",3
"13827",3
"13828",3
"13829",3
"13830",3
"13831",3
"13832",3
"13833",3
"13834",3
"13835",3
"13836",3
"13837",3
"13838",3
"13839",3
"13840",3
"13841",3
"13842",3
"13843",3
"13844",3
"13845",3
"13846",3
"13847",2
"13848",1
"13849",1
"13850",1
"13851",1
"13852",2
"13853",2
"13854",1
"13855",1
"13856",1
"13857",1
"13858",2
"13859",1
"13860",1
"13861",1
"13862",1
"13863",1
"13864",1
"13865",1
"13866",1
"13867",2
"13868",2
"13869",2
"13870",1
"13871",1
"13872",1
"13873",1
"13874",1
"13875",1
"13876",1
"13877",1
"13878",1
"13879",1
"13880",1
"13881",1
"13882",1
"13883",1
"13884",1
"13885",1
"13886",1
"13887",1
"13888",1
"13889",1
"13890",1
"13891",1
"13892",1
"13893",1
"13894",1
"13895",1
"13896",1
"13897",1
"13898",1
"13899",1
"13900",1
"13901",1
"13902",1
"13903",1
"13904",1
"13905",1
"13906",1
"13907",1
"13908",1
"13909",1
"13910",1
"13911",1
"13912",1
"13913",1
"13914",1
"13915",1
"13916",1
"13917",1
"13918",1
"13919",1
"13920",1
"13921",1
"13922",1
"13923",1
"13924",1
"13925",1
"13926",1
"13927",1
"13928",1
"13929",1
"13930",1
"13931",1
"13932",1
"13933",1
"13934",1
"13935",1
"13936",1
"13937",1
"13938",1
"13939",1
"13940",1
"13941",1
"13942",1
"13943",1
"13944",1
"13945",1
"13946",1
"13947",1
"13948",1
"13949",1
"13950",1
"13951",1
"13952",1
"13953",1
"13954",1
"13955",1
"13956",1
"13957",1
"13958",1
"13959",1
"13960",1
"13961",1
"13962",1
"13963",1
"13964",1
"13965",1
"13966",1
"13967",1
"13968",1
"13969",1
"13970",2
"13971",1
"13972",1
"13973",1
"13974",1
"13975",1
"13976",1
"13977",1
"13978",2
"13979",3
"13980",3
"13981",2
"13982",2
"13983",2
"13984",1
"13985",1
"13986",1
"13987",2
"13988",2
"13989",1
"13990",1
"13991",1
"13992",1
"13993",1
"13994",1
"13995",1
"13996",1
"13997",1
"13998",1
"13999",1
"14000",2
"14001",2
"14002",1
"14003",1
"14004",1
"14005",1
"14006",1
"14007",1
"14008",1
"14009",1
"14010",1
"14011",2
"14012",2
"14013",2
"14014",1
"14015",1
"14016",1
"14017",1
"14018",1
"14019",1
"14020",1
"14021",1
"14022",1
"14023",1
"14024",1
"14025",2
"14026",1
"14027",1
"14028",1
"14029",1
"14030",1
"14031",1
"14032",1
"14033",1
"14034",1
"14035",2
"14036",2
"14037",2
"14038",2
"14039",1
"14040",1
"14041",1
"14042",1
"14043",1
"14044",1
"14045",2
"14046",1
"14047",1
"14048",2
"14049",2
"14050",2
"14051",3
"14052",3
"14053",3
"14054",3
"14055",3
"14056",3
"14057",1
"14058",1
"14059",1
"14060",2
"14061",3
"14062",3
"14063",3
"14064",2
"14065",2
"14066",2
"14067",2
"14068",1
"14069",1
"14070",1
"14071",1
"14072",2
"14073",1
"14074",1
"14075",1
"14076",1
"14077",1
"14078",1
"14079",1
"14080",1
"14081",1
"14082",1
"14083",2
"14084",2
"14085",2
"14086",1
"14087",1
"14088",1
"14089",1
"14090",1
"14091",1
"14092",1
"14093",1
"14094",1
"14095",2
"14096",2
"14097",1
"14098",1
"14099",1
"14100",2
"14101",1
"14102",1
"14103",1
"14104",1
"14105",1
"14106",1
"14107",2
"14108",2
"14109",1
"14110",2
"14111",2
"14112",2
"14113",2
"14114",1
"14115",1
"14116",1
"14117",1
"14118",1
"14119",1
"14120",2
"14121",1
"14122",1
"14123",1
"14124",1
"14125",1
"14126",1
"14127",1
"14128",1
"14129",1
"14130",1
"14131",2
"14132",1
"14133",1
"14134",1
"14135",1
"14136",2
"14137",2
"14138",1
"14139",1
"14140",1
"14141",1
"14142",2
"14143",2
"14144",1
"14145",1
"14146",1
"14147",1
"14148",1
"14149",1
"14150",1
"14151",1
"14152",1
"14153",1
"14154",1
"14155",2
"14156",1
"14157",1
"14158",1
"14159",1
"14160",1
"14161",1
"14162",2
"14163",1
"14164",1
"14165",1
"14166",2
"14167",2
"14168",2
"14169",1
"14170",1
"14171",1
"14172",1
"14173",2
"14174",1
"14175",1
"14176",1
"14177",1
"14178",1
"14179",2
"14180",2
"14181",1
"14182",1
"14183",2
"14184",1
"14185",1
"14186",2
"14187",1
"14188",1
"14189",1
"14190",1
"14191",2
"14192",2
"14193",1
"14194",1
"14195",1
"14196",1
"14197",1
"14198",1
"14199",1
"14200",1
"14201",1
"14202",1
"14203",2
"14204",1
"14205",2
"14206",2
"14207",1
"14208",1
"14209",1
"14210",1
"14211",1
"14212",1
"14213",1
"14214",2
"14215",2
"14216",2
"14217",1
"14218",1
"14219",1
"14220",1
"14221",1
"14222",1
"14223",1
"14224",1
"14225",1
"14226",1
"14227",2
"14228",1
"14229",1
"14230",1
"14231",1
"14232",1
"14233",1
"14234",1
"14235",1
"14236",1
"14237",1
"14238",1
"14239",1
"14240",2
"14241",2
"14242",1
"14243",1
"14244",1
"14245",1
"14246",1
"14247",1
"14248",1
"14249",1
"14250",1
"14251",2
"14252",2
"14253",2
"14254",1
"14255",2
"14256",2
"14257",1
"14258",2
"14259",1
"14260",1
"14261",2
"14262",2
"14263",2
"14264",2
"14265",1
"14266",1
"14267",1
"14268",1
"14269",1
"14270",1
"14271",1
"14272",1
"14273",1
"14274",1
"14275",2
"14276",2
"14277",1
"14278",1
"14279",1
"14280",1
"14281",1
"14282",1
"14283",1
"14284",1
"14285",1
"14286",1
"14287",1
"14288",2
"14289",1
"14290",1
"14291",1
"14292",1
"14293",1
"14294",1
"14295",1
"14296",1
"14297",1
"14298",1
"14299",2
"14300",2
"14301",2
"14302",2
"14303",2
"14304",1
"14305",1
"14306",1
"14307",2
"14308",2
"14309",2
"14310",2
"14311",2
"14312",2
"14313",1
"14314",1
"14315",1
"14316",1
"14317",1
"14318",1
"14319",1
"14320",1
"14321",1
"14322",1
"14323",2
"14324",2
"14325",2
"14326",2
"14327",2
"14328",1
"14329",2
"14330",1
"14331",1
"14332",2
"14333",2
"14334",2
"14335",2
"14336",1
"14337",1
"14338",1
"14339",1
"14340",1
"14341",1
"14342",1
"14343",1
"14344",1
"14345",1
"14346",1
"14347",2
"14348",2
"14349",2
"14350",2
"14351",2
"14352",1
"14353",1
"14354",1
"14355",2
"14356",2
"14357",2
"14358",2
"14359",2
"14360",2
"14361",1
"14362",1
"14363",1
"14364",1
"14365",1
"14366",1
"14367",1
"14368",1
"14369",1
"14370",1
"14371",2
"14372",2
"14373",2
"14374",1
"14375",1
"14376",2
"14377",2
"14378",1
"14379",1
"14380",2
"14381",2
"14382",2
"14383",2
"14384",2
"14385",1
"14386",1
"14387",1
"14388",1
"14389",1
"14390",1
"14391",1
"14392",1
"14393",1
"14394",1
"14395",2
"14396",1
"14397",1
"14398",1
"14399",1
"14400",1
"14401",1
"14402",1
"14403",2
"14404",2
"14405",2
"14406",1
"14407",2
"14408",2
"14409",1
"14410",1
"14411",1
"14412",1
"14413",1
"14414",1
"14415",1
"14416",1
"14417",1
"14418",1
"14419",2
"14420",2
"14421",1
"14422",1
"14423",1
"14424",1
"14425",1
"14426",1
"14427",2
"14428",1
"14429",1
"14430",1
"14431",1
"14432",2
"14433",1
"14434",1
"14435",1
"14436",1
"14437",1
"14438",1
"14439",1
"14440",1
"14441",1
"14442",1
"14443",2
"14444",2
"14445",2
"14446",1
"14447",1
"14448",1
"14449",1
"14450",1
"14451",2
"14452",1
"14453",1
"14454",1
"14455",1
"14456",2
"14457",1
"14458",1
"14459",1
"14460",1
"14461",1
"14462",1
"14463",1
"14464",1
"14465",1
"14466",1
"14467",2
"14468",1
"14469",2
"14470",2
"14471",1
"14472",1
"14473",1
"14474",1
"14475",1
"14476",1
"14477",1
"14478",1
"14479",1
"14480",2
"14481",1
"14482",1
"14483",1
"14484",1
"14485",1
"14486",1
"14487",1
"14488",1
"14489",1
"14490",1
"14491",2
"14492",2
"14493",2
"14494",1
"14495",1
"14496",2
"14497",1
"14498",1
"14499",1
"14500",2
"14501",2
"14502",2
"14503",2
"14504",2
"14505",1
"14506",1
"14507",1
"14508",1
"14509",1
"14510",1
"14511",1
"14512",1
"14513",1
"14514",1
"14515",2
"14516",2
"14517",2
"14518",2
"14519",2
"14520",1
"14521",1
"14522",1
"14523",1
"14524",2
"14525",2
"14526",2
"14527",2
"14528",2
"14529",1
"14530",1
"14531",1
"14532",1
"14533",1
"14534",1
"14535",1
"14536",1
"14537",1
"14538",1
"14539",2
"14540",1
"14541",1
"14542",1
"14543",2
"14544",1
"14545",1
"14546",2
"14547",2
"14548",1
"14549",1
"14550",1
"14551",2
"14552",1
"14553",1
"14554",1
"14555",1
"14556",1
"14557",1
"14558",1
"14559",1
"14560",1
"14561",1
"14562",1
"14563",2
"14564",2
"14565",1
"14566",1
"14567",1
"14568",1
"14569",1
"14570",2
"14571",1
"14572",1
"14573",2
"14574",2
"14575",2
"14576",2
"14577",1
"14578",1
"14579",1
"14580",1
"14581",1
"14582",1
"14583",1
"14584",1
"14585",1
"14586",2
"14587",2
"14588",1
"14589",1
"14590",1
"14591",1
"14592",1
"14593",2
"14594",2
"14595",2
"14596",2
"14597",2
"14598",2
"14599",2
"14600",2
"14601",1
"14602",1
"14603",1
"14604",1
"14605",1
"14606",1
"14607",1
"14608",1
"14609",1
"14610",2
"14611",2
"14612",2
"14613",1
"14614",1
"14615",1
"14616",1
"14617",1
"14618",2
"14619",2
"14620",1
"14621",1
"14622",2
"14623",1
"14624",2
"14625",1
"14626",1
"14627",1
"14628",2
"14629",1
"14630",1
"14631",1
"14632",1
"14633",1
"14634",1
"14635",2
"14636",1
"14637",1
"14638",1
"14639",1
"14640",1
"14641",1
"14642",1
"14643",2
"14644",2
"14645",2
"14646",2
"14647",2
"14648",2
"14649",2
"14650",1
"14651",1
"14652",1
"14653",1
"14654",1
"14655",1
"14656",1
"14657",1
"14658",1
"14659",2
"14660",1
"14661",1
"14662",1
"14663",1
"14664",1
"14665",1
"14666",1
"14667",2
"14668",2
"14669",2
"14670",1
"14671",1
"14672",2
"14673",1
"14674",2
"14675",1
"14676",1
"14677",1
"14678",1
"14679",2
"14680",1
"14681",1
"14682",1
"14683",2
"14684",1
"14685",1
"14686",2
"14687",2
"14688",1
"14689",1
"14690",1
"14691",1
"14692",2
"14693",2
"14694",2
"14695",2
"14696",1
"14697",1
"14698",1
"14699",1
"14700",1
"14701",1
"14702",2
"14703",1
"14704",1
"14705",1
"14706",2
"14707",2
"14708",2
"14709",2
"14710",1
"14711",1
"14712",1
"14713",1
"14714",2
"14715",1
"14716",1
"14717",1
"14718",2
"14719",2
"14720",2
"14721",1
"14722",1
"14723",1
"14724",1
"14725",2
"14726",1
"14727",1
"14728",1
"14729",1
"14730",2
"14731",2
"14732",1
"14733",2
"14734",2
"14735",1
"14736",1
"14737",1
"14738",2
"14739",2
"14740",2
"14741",2
"14742",2
"14743",2
"14744",1
"14745",1
"14746",1
"14747",1
"14748",1
"14749",1
"14750",1
"14751",1
"14752",1
"14753",1
"14754",1
"14755",2
"14756",2
"14757",1
"14758",1
"14759",1
"14760",2
"14761",1
"14762",1
"14763",2
"14764",2
"14765",2
"14766",2
"14767",2
"14768",2
"14769",1
"14770",1
"14771",1
"14772",1
"14773",1
"14774",1
"14775",2
"14776",3
"14777",3
"14778",3
"14779",3
"14780",3
"14781",3
"14782",3
"14783",3
"14784",3
"14785",3
"14786",3
"14787",3
"14788",3
"14789",3
"14790",3
"14791",3
"14792",3
"14793",3
"14794",3
"14795",3
"14796",3
"14797",3
"14798",3
"14799",3
"14800",3
"14801",3
"14802",3
"14803",3
"14804",3
"14805",3
"14806",3
"14807",3
"14808",3
"14809",3
"14810",3
"14811",3
"14812",3
"14813",3
"14814",3
"14815",3
"14816",3
"14817",3
"14818",3
"14819",3
"14820",3
"14821",3
"14822",3
"14823",3
"14824",3
"14825",3
"14826",3
"14827",3
"14828",3
"14829",3
"14830",3
"14831",3
"14832",3
"14833",3
"14834",3
"14835",3
"14836",3
"14837",3
"14838",3
"14839",3
"14840",3
"14841",3
"14842",3
"14843",3
"14844",3
"14845",3
"14846",3
"14847",3
"14848",3
"14849",3
"14850",3
"14851",3
"14852",3
"14853",3
"14854",3
"14855",3
"14856",3
"14857",3
"14858",3
"14859",3
"14860",3
"14861",3
"14862",3
"14863",3
"14864",3
"14865",3
"14866",3
"14867",3
"14868",3
"14869",3
"14870",3
"14871",3
"14872",3
"14873",3
"14874",3
"14875",3
"14876",3
"14877",3
"14878",3
"14879",3
"14880",3
"14881",3
"14882",3
"14883",3
"14884",3
"14885",3
"14886",3
"14887",3
"14888",3
"14889",3
"14890",3
"14891",3
"14892",3
"14893",3
"14894",3
"14895",3
"14896",3
"14897",3
"14898",3
"14899",3
"14900",3
"14901",3
"14902",3
"14903",3
"14904",3
"14905",3
"14906",3
"14907",3
"14908",3
"14909",3
"14910",3
"14911",3
"14912",3
"14913",3
"14914",3
"14915",3
"14916",3
"14917",3
"14918",3
"14919",3
"14920",3
"14921",3
"14922",3
"14923",3
"14924",3
"14925",3
"14926",3
"14927",3
"14928",3
"14929",3
"14930",3
"14931",3
"14932",3
"14933",3
"14934",3
"14935",3
"14936",3
"14937",3
"14938",3
"14939",3
"14940",3
"14941",3
"14942",3
"14943",3
"14944",3
"14945",3
"14946",3
"14947",3
"14948",3
"14949",3
"14950",3
"14951",3
"14952",3
"14953",3
"14954",3
"14955",3
"14956",3
"14957",3
"14958",3
"14959",3
"14960",3
"14961",3
"14962",3
"14963",3
"14964",3
"14965",3
"14966",3
"14967",3
"14968",3
"14969",3
"14970",3
"14971",3
"14972",3
"14973",3
"14974",3
"14975",3
"14976",3
"14977",3
"14978",3
"14979",3
"14980",3
"14981",3
"14982",3
"14983",3
"14984",3
"14985",3
"14986",3
"14987",3
"14988",3
"14989",3
"14990",3
"14991",3
"14992",3
"14993",3
"14994",3
"14995",3
"14996",3
"14997",3
"14998",3
"14999",3
"15000",3
"15001",3
"15002",3
"15003",3
"15004",3
"15005",3
"15006",3
"15007",3
"15008",3
"15009",3
"15010",3
"15011",3
"15012",3
"15013",3
"15014",3
"15015",3
"15016",3
"15017",3
"15018",3
"15019",3
"15020",3
"15021",3
"15022",3
"15023",3
"15024",3
"15025",3
"15026",3
"15027",3
"15028",3
"15029",3
"15030",3
"15031",3
"15032",3
"15033",3
"15034",3
"15035",3
"15036",3
"15037",3
"15038",3
"15039",3
"15040",3
"15041",3
"15042",3
"15043",3
"15044",3
"15045",3
"15046",3
"15047",3
"15048",3
"15049",3
"15050",3
"15051",3
"15052",3
"15053",3
"15054",3
"15055",3
"15056",3
"15057",3
"15058",3
"15059",3
"15060",3
"15061",3
"15062",3
"15063",3
"15064",3
"15065",3
"15066",3
"15067",3
"15068",3
"15069",3
"15070",3
"15071",3
"15072",3
"15073",3
"15074",3
"15075",3
"15076",3
"15077",3
"15078",3
"15079",3
"15080",3
"15081",3
"15082",3
"15083",3
"15084",3
"15085",3
"15086",3
"15087",3
"15088",3
"15089",3
"15090",3
"15091",3
"15092",3
"15093",3
"15094",3
"15095",3
"15096",3
"15097",3
"15098",3
"15099",3
"15100",3
"15101",3
"15102",3
"15103",3
"15104",3
"15105",3
"15106",3
"15107",3
"15108",3
"15109",3
"15110",3
"15111",3
"15112",3
"15113",3
"15114",3
"15115",3
"15116",3
"15117",3
"15118",3
"15119",3
"15120",3
"15121",3
"15122",3
"15123",3
"15124",3
"15125",3
"15126",3
"15127",3
"15128",3
"15129",3
"15130",3
"15131",3
"15132",3
"15133",3
"15134",3
"15135",3
"15136",3
"15137",3
"15138",3
"15139",3
"15140",3
"15141",3
"15142",3
"15143",3
"15144",3
"15145",3
"15146",3
"15147",3
"15148",3
"15149",3
"15150",3
"15151",3
"15152",3
"15153",3
"15154",3
"15155",3
"15156",3
"15157",3
"15158",3
"15159",3
"15160",3
"15161",3
"15162",3
"15163",3
"15164",3
"15165",3
"15166",3
"15167",3
"15168",3
"15169",3
"15170",3
"15171",3
"15172",3
"15173",3
"15174",3
"15175",3
"15176",3
"15177",3
"15178",3
"15179",3
"15180",3
"15181",3
"15182",3
"15183",3
"15184",3
"15185",3
"15186",3
"15187",3
"15188",3
"15189",3
"15190",3
"15191",3
"15192",3
"15193",3
"15194",3
"15195",3
"15196",3
"15197",3
"15198",3
"15199",3
"15200",3
"15201",3
"15202",3
"15203",3
"15204",3
"15205",3
"15206",3
"15207",3
"15208",3
"15209",3
"15210",3
"15211",3
"15212",3
"15213",3
"15214",3
"15215",3
"15216",3
"15217",3
"15218",3
"15219",3
"15220",3
"15221",3
"15222",3
"15223",3
"15224",3
"15225",3
"15226",3
"15227",3
"15228",3
"15229",3
"15230",3
"15231",3
"15232",3
"15233",3
"15234",3
"15235",3
"15236",3
"15237",3
"15238",3
"15239",3
"15240",3
"15241",3
"15242",3
"15243",3
"15244",3
"15245",3
"15246",3
"15247",3
"15248",3
"15249",3
"15250",3
"15251",3
"15252",3
"15253",3
"15254",3
"15255",3
"15256",3
"15257",3
"15258",3
"15259",3
"15260",3
"15261",3
"15262",3
"15263",3
"15264",3
"15265",3
"15266",3
"15267",3
"15268",3
"15269",3
"15270",3
"15271",3
"15272",3
"15273",3
"15274",3
"15275",3
"15276",3
"15277",3
"15278",3
"15279",3
"15280",3
"15281",3
"15282",3
"15283",3
"15284",3
"15285",3
"15286",3
"15287",3
"15288",3
"15289",3
"15290",3
"15291",3
"15292",3
"15293",3
"15294",3
"15295",3
"15296",3
"15297",3
"15298",3
"15299",3
"15300",3
"15301",3
"15302",3
"15303",3
"15304",3
"15305",3
"15306",3
"15307",3
"15308",3
"15309",3
"15310",3
"15311",3
"15312",3
"15313",3
"15314",3
"15315",3
"15316",3
"15317",3
"15318",3
"15319",3
"15320",3
"15321",3
"15322",3
"15323",3
"15324",3
"15325",3
"15326",3
"15327",3
"15328",3
"15329",3
"15330",3
"15331",3
"15332",3
"15333",3
"15334",3
"15335",3
"15336",3
"15337",3
"15338",3
"15339",3
"15340",3
"15341",3
"15342",3
"15343",3
"15344",3
"15345",3
"15346",3
"15347",3
"15348",3
"15349",3
"15350",3
"15351",3
"15352",3
"15353",3
"15354",3
"15355",3
"15356",3
"15357",3
"15358",3
"15359",3
"15360",3
"15361",3
"15362",3
"15363",3
"15364",3
"15365",3
"15366",3
"15367",3
"15368",3
"15369",3
"15370",3
"15371",3
"15372",3
"15373",3
"15374",3
"15375",3
"15376",3
"15377",3
"15378",3
"15379",3
"15380",3
"15381",3
"15382",3
"15383",3
"15384",3
"15385",3
"15386",3
"15387",3
"15388",3
"15389",3
"15390",3
"15391",3
"15392",3
"15393",3
"15394",3
"15395",3
"15396",3
"15397",3
"15398",3
"15399",3
"15400",3
"15401",3
